	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GPR17	256.653172693	-5.206358326	0.107769305761	-48.310214947	0.0	0.0
POLR2D	1530.06068798	1.36575075692	0.0355320564786	38.4371435901	0.0	0.0
RAPGEF4	677.891491521	-2.84863736166	0.0686574467185	-41.4905811069	0.0	0.0
CLK1	6316.08680916	-2.16372448008	0.0536500617014	-40.3303260325	0.0	0.0
CFLAR	13624.0718131	-1.68306769388	0.0428578952391	-39.2708901006	0.0	0.0
MYL1	12.3624891251	-7.73577099384	0.17162543056	-45.0735707908	0.0	0.0
ABCA12	343.648145514	6.705358504	0.143472979687	46.7360371176	0.0	0.0
CXCR1	328.192937153	-4.41688796256	0.111534887755	-39.6009540286	0.0	0.0
SLC11A1	10526.7081467	-4.37650724418	0.0781522543757	-55.9997568738	0.0	0.0
DES	5018.42095942	-4.69929354159	0.112642512366	-41.7186499386	0.0	0.0
TRPM8	224.53392356	7.38433040324	0.192962373931	38.2682398273	0.0	0.0
RBM44	59.8208089458	-2.96951166436	0.0711735410576	-41.7221290417	0.0	0.0
LMCD1	3873.69254721	-2.6166993643	0.0576567828717	-45.3840681697	0.0	0.0
FGD5	1969.34055025	-2.1732922607	0.0553649231096	-39.2539560905	0.0	0.0
VIPR1	6814.81802136	-4.7365785663	0.0907392515818	-52.1998857576	0.0	0.0
NKTR	6911.53261928	-2.23635179744	0.0548722949514	-40.755572542	0.0	0.0
ZBTB47	935.381433814	-1.69309306765	0.0429269428927	-39.4412682003	0.0	0.0
SNRK	2796.42123042	-1.61700610511	0.0424737237934	-38.0707402294	0.0	0.0
MYL3	57.6465889972	-3.29910878613	0.0806040120871	-40.9298334004	0.0	0.0
PTH1R	570.254817368	-3.8534626821	0.0801283300996	-48.0911392675	0.0	0.0
RBM6	5700.10540042	-1.88564248547	0.0473095814106	-39.8575178484	0.0	0.0
HYAL2	7366.99280394	-2.00769212193	0.0487340553105	-41.1969024359	0.0	0.0
RASSF1	2125.50589594	-1.81908332438	0.0420491358802	-43.2608967176	0.0	0.0
SEMA3G	1469.46420824	-3.25984423447	0.0742997165026	-43.8742486232	0.0	0.0
STAB1	7938.03716006	-2.51553401528	0.0663675707117	-37.9030600082	0.0	0.0
ITIH3	207.009714569	-2.95333198195	0.0755965961677	-39.0669968182	0.0	0.0
TMEM110-MUSTN1	451.485052536	-2.65780551177	0.0638594836587	-41.6195897538	0.0	0.0
FAM107A	4469.56357936	-4.53509205645	0.101136491053	-44.8413031661	0.0	0.0
EOGT	1720.85832034	-1.57868849768	0.0410801849973	-38.429439833	0.0	0.0
PROK2	205.981808846	-5.71517579173	0.125652437284	-45.4840026605	0.0	0.0
ALG1L	221.515041363	4.62313291848	0.117835810756	39.2336836216	0.0	0.0
PODXL2	1471.26822269	3.84269421057	0.0919466977975	41.7926288014	0.0	0.0
GATA2	1925.9255792	-3.08035416677	0.0693635659264	-44.4088207639	0.0	0.0
GP9	33.3543103939	-5.36420396075	0.134879394167	-39.770374073	0.0	0.0
ACAD11	1373.88844163	-1.97407983406	0.0490822800717	-40.2198070502	0.0	0.0
PLS1	1970.95370467	2.51400349042	0.0618753224743	40.6301476887	0.0	0.0
CP	15293.0457719	5.01568374367	0.118532105716	42.3149805141	0.0	0.0
P2RY1	780.189792359	-2.73421034867	0.0616555447592	-44.346544327	0.0	0.0
CCNL1	8863.24104302	-2.61153958835	0.0576317684659	-45.3142365378	0.0	0.0
PTX3	2111.8584163	-5.7445082328	0.126850948998	-45.2854967044	0.0	0.0
TTC14	2140.47430089	-1.8010957962	0.047144609328	-38.2036424074	0.0	0.0
BCL6	7730.96336972	-2.32547152231	0.0495889701615	-46.8949347957	0.0	0.0
SH3BP2	4387.34684556	-1.83183395055	0.0441947558982	-41.4491247507	0.0	0.0
LDB2	2231.81767564	-2.9567898507	0.0639348231479	-46.2469387592	0.0	0.0
SLIT2	3406.25629702	-3.00077575985	0.0727657592548	-41.2388435245	0.0	0.0
OCIAD2	3410.96136618	3.10980481324	0.058965383731	52.739499287	0.0	0.0
TMPRSS11E	374.699613566	7.72981451596	0.181093363229	42.6841402586	0.0	0.0
SOWAHB	331.727655669	2.93216673493	0.077205977937	37.9784935478	0.0	0.0
SPARCL1	22565.3854439	-2.86762979784	0.0647020628861	-44.3205312153	0.0	0.0
CASP6	766.639532699	1.66937814955	0.0444146969035	37.5861655248	0.0	0.0
PITX2	207.556517135	7.6021926401	0.198644323959	38.2703743485	0.0	0.0
SYNPO2	2215.73186218	-2.83648719534	0.0755875786412	-37.5258375295	0.0	0.0
USP53	3620.87938609	-2.11486608499	0.0521711419571	-40.5370863212	0.0	0.0
GALNT7	2560.15344418	2.31056768303	0.0519606974151	44.4676033612	0.0	0.0
NKD2	1714.77454087	-3.23962326741	0.0769058761431	-42.1245219466	0.0	0.0
SMIM15	2249.09382183	1.61129420695	0.0366754524963	43.9338603147	0.0	0.0
NLN	1245.3851124	1.7672170365	0.0449081862798	39.351779328	0.0	0.0
SEMA6A	1427.19471158	-3.27172500104	0.0769665323698	-42.5084111275	0.0	0.0
ECSCR	913.166216282	-2.24646332297	0.0572429882095	-39.2443405426	0.0	0.0
PCDHGC3	5446.32723702	-1.94447897917	0.0516988460593	-37.6116514658	0.0	0.0
ARAP3	2168.64946654	-2.53946752632	0.0510273406746	-49.7668013411	0.0	0.0
SPINK1	6046.57593976	7.50920201166	0.185693025584	40.4387940151	0.0	0.0
AFAP1L1	1216.20998837	-2.23219610111	0.0565452969731	-39.4762468429	0.0	0.0
GPX3	55085.9093931	-3.87912482909	0.0823238518296	-47.1203028391	0.0	0.0
ATP10B	463.687810738	5.5257317523	0.145627378569	37.9443193072	0.0	0.0
UIMC1	1091.90485884	-1.07281572924	0.0283083653624	-37.8974806741	0.0	0.0
FAM193B	3532.91099411	-2.30558716963	0.057567662711	-40.0500395718	0.0	0.0
BTNL9	5295.00330138	-5.90962504632	0.104605187371	-56.4945696752	0.0	0.0
DSP	11019.9138734	3.31307709958	0.0842123395894	39.3419434222	0.0	0.0
GFOD1	1238.33393221	-2.98241900473	0.0622569305045	-47.9050120294	0.0	0.0
MPIG6B	122.099842782	-4.44942983331	0.0908983243411	-48.9495253688	0.0	0.0
EGFL8	466.040970699	-2.82572981367	0.0729747854923	-38.7220023274	0.0	0.0
NOTCH4	3960.78505413	-3.24338206817	0.057960408041	-55.9585789299	0.0	0.0
SYNGAP1	1362.4284757	-2.11129514486	0.0501181405734	-42.126366236	0.0	0.0
SPDEF	1175.57981118	4.50372031901	0.112824783523	39.9178281434	0.0	0.0
MOCS1	1582.65957821	-2.52669698923	0.0571669214981	-44.198584129	0.0	0.0
CD2AP	4147.1637759	1.53399260628	0.039808802898	38.5340049088	0.0	0.0
FHL5	347.952228837	-3.22348333495	0.0846460210326	-38.0819239419	0.0	0.0
PNISR	6638.83255174	-2.13363537333	0.0496515259402	-42.9722014163	0.0	0.0
CD24	12619.6179025	3.25418808872	0.08565622349	37.9912627026	0.0	0.0
MICAL1	4369.03905988	-2.11172200015	0.0539234289498	-39.1614932744	0.0	0.0
COL10A1	1686.78772515	5.33716625742	0.123351474145	43.2679568237	0.0	0.0
LAMA2	4471.4387547	-3.08245732363	0.0714196735355	-43.1597789662	0.0	0.0
EPB41L2	4178.7573483	-2.2237875333	0.0540178840257	-41.1676164923	0.0	0.0
ARG1	132.156143764	-6.38767566712	0.139677550168	-45.7315843485	0.0	0.0
TCF21	3367.19390605	-4.43379604111	0.094269688749	-47.0331036407	0.0	0.0
SASH1	3148.20352105	-2.22611673378	0.0499469389006	-44.5696329501	0.0	0.0
MYCT1	753.214537527	-2.19569122296	0.0578985005418	-37.9231103122	0.0	0.0
VIP	65.1314319671	-4.75398641912	0.0973766943712	-48.8205771393	0.0	0.0
GPR146	660.104722365	-2.83583755388	0.0732695691959	-38.7041657949	0.0	0.0
EIF2AK1	8234.09209046	1.41882755455	0.0316419579516	44.8400682639	0.0	0.0
INMT	7323.59661081	-3.91769390821	0.0987986883763	-39.6532987694	0.0	0.0
RAMP3	2345.87363388	-3.29602086714	0.0732163236781	-45.0175685087	0.0	0.0
DMTF1	3170.2878294	-1.6113245579	0.0425255188417	-37.8907677505	0.0	0.0
DOCK4	2728.32297365	-2.28071879662	0.0541311764743	-42.1331835952	0.0	0.0
PODXL	8091.87160189	-2.28901190931	0.0556888542587	-41.10359137	0.0	0.0
GIMAP8	1824.76108579	-2.48874950762	0.0643177859002	-38.6945768233	0.0	0.0
AOC1	1200.80041556	6.54626543722	0.150569723281	43.4766385603	0.0	0.0
ARHGEF10	2690.57052978	-2.09651912982	0.0518225123009	-40.4557601849	0.0	0.0
DEFA4	73.5346419272	-7.94028545221	0.179221721177	-44.304258435	0.0	0.0
DEFA1	984.959699053	-8.56913127795	0.163101316866	-52.5387007451	0.0	0.0
DEFA1B	1080.83448706	-8.8774630376	0.191316014189	-46.4020906731	0.0	0.0
DEFA3	623.774965108	-8.60300419525	0.225086490131	-38.2208820718	0.0	0.0
SOX17	341.107179185	-2.98157481185	0.0787382720279	-37.8669068428	0.0	0.0
HNF4G	230.224770542	4.75248072823	0.12220643118	38.8889576625	0.0	0.0
TPD52	4190.18233401	2.56858935577	0.0608796150684	42.1912877222	0.0	0.0
ESRP1	3623.1519991	2.13828500218	0.0554161683224	38.5859410153	0.0	0.0
LAPTM4B	10700.8783838	2.49691772385	0.0606699665276	41.1557458618	0.0	0.0
PKHD1L1	596.610913341	-5.08652982751	0.1053855818	-48.2658988128	0.0	0.0
FAM83A	4092.05481768	7.77869134322	0.125846197825	61.8110954296	0.0	0.0
DENND3	5385.35674428	-2.75682382702	0.0535658811983	-51.4660407959	0.0	0.0
TEK	1722.22315644	-3.13429677551	0.0702549999038	-44.6131489546	0.0	0.0
C9orf72	1417.60639453	-2.17245206244	0.0535421977428	-40.5745776981	0.0	0.0
RUSC2	1743.29451278	-1.74021806916	0.0431573584678	-40.3226270314	0.0	0.0
NPR2	745.622929645	-2.14042661957	0.0475842757791	-44.9818051136	0.0	0.0
RECK	1034.51165066	-2.27791397566	0.0540188856629	-42.1688442422	0.0	0.0
KLF9	6202.72849851	-2.51962538743	0.0607492742788	-41.4758104907	0.0	0.0
AGTPBP1	1249.8608601	-1.58322051735	0.0399021839971	-39.677540394	0.0	0.0
GOLM1	8796.89359501	3.36454553732	0.0597304973536	56.3287715051	0.0	0.0
HEMGN	27.0680714191	-5.11637763583	0.124578217778	-41.0696005057	0.0	0.0
SVEP1	3896.63307252	-3.26312570434	0.0854656483835	-38.1805528426	0.0	0.0
SH2D3C	2251.60704978	-2.75871626641	0.0570477317517	-48.3580360113	0.0	0.0
PAEP	2017.80138302	9.17773649794	0.233365432826	39.3277461311	0.0	0.0
LCN6	61.9629221882	-4.85542391243	0.128440271516	-37.8029714133	0.0	0.0
LCNL1	192.956579218	-4.59101714112	0.111971166611	-41.0017800125	0.0	0.0
SAPCD2	603.043737528	3.46446289661	0.0882117399451	39.2743970221	0.0	0.0
MAP3K8	1708.76249342	-2.17245571531	0.0555321450459	-39.1206879099	0.0	0.0
SGPL1	3757.47094339	1.36427683956	0.0344070997427	39.6510269614	0.0	0.0
CDH23	841.482938349	-3.20406593251	0.0776317355762	-41.2726304355	0.0	0.0
ZSWIM8	4511.88646502	-1.28090570812	0.0338121867438	-37.88295971	0.0	0.0
LDB3	250.2940555	-3.42349534273	0.0895712074292	-38.2209355102	0.0	0.0
SORBS1	3047.73093363	-2.78259948218	0.0668806920813	-41.6054229642	0.0	0.0
ALDH18A1	3507.53545926	1.79385824196	0.0427789640613	41.9331856516	0.0	0.0
HABP2	802.932559723	5.84971531288	0.1541238287	37.9546457043	0.0	0.0
GRK5	2843.50216603	-2.8638495598	0.0635419569313	-45.0702134166	0.0	0.0
INPP5A	1607.26464378	-1.42569297805	0.0349283836266	-40.8176053404	0.0	0.0
TRIM3	991.701805902	-1.82370237516	0.0441477825337	-41.3090368417	0.0	0.0
LYVE1	1628.53365111	-3.71679277633	0.0858020473683	-43.3182294634	0.0	0.0
FANCF	649.491014068	1.70855319419	0.0420167687714	40.6636027507	0.0	0.0
LGR4	2106.48781411	2.53492227036	0.0654807814067	38.7124621286	0.0	0.0
LMO2	1049.04665941	-2.13824265355	0.0564698687705	-37.8651960791	0.0	0.0
C11orf96	6284.44960009	-3.55808707735	0.0933754203918	-38.1051786693	0.0	0.0
MDK	9434.78654969	3.41458482489	0.0829175488292	41.180484386	0.0	0.0
MYBPC3	65.7677179851	-4.06501943827	0.0894575247753	-45.4407770446	0.0	0.0
YPEL4	191.185118424	-2.88630163341	0.0766734769154	-37.6440687122	0.0	0.0
MS4A14	467.691619269	-3.46348301801	0.088777656441	-39.0130034612	0.0	0.0
FADS3	2495.19935199	-2.36755446832	0.0589154494842	-40.1856302387	0.0	0.0
BEST1	796.172959052	-2.56923716966	0.0545023314437	-47.139949826	0.0	0.0
RASGRP2	1197.90206556	-3.20968154108	0.0751312407118	-42.7209974263	0.0	0.0
SPTBN2	1577.16597849	2.93488995558	0.0676644263757	43.3741939861	0.0	0.0
SYT12	873.126196326	6.48529107261	0.143905943416	45.0661794687	0.0	0.0
ATG16L2	3072.55940871	-2.80958583357	0.070653011736	-39.7659740829	0.0	0.0
ARHGEF17	4956.58216528	-1.78812579841	0.0472732480305	-37.8253213584	0.0	0.0
LRRC32	6388.70520632	-3.43827248851	0.0677745200748	-50.7310488472	0.0	0.0
B3GNT6	469.581423012	7.25893569283	0.191356153062	37.9341640008	0.0	0.0
FZD4	4085.93476663	-2.53189772009	0.0655649521891	-38.616633362	0.0	0.0
SLC35F2	1294.08802545	2.33734444438	0.0562817171446	41.5293733553	0.0	0.0
CRYAB	2451.11772528	-3.66705123184	0.0881639014459	-41.5935680216	0.0	0.0
HSPB2	229.42123169	-2.75999439967	0.0682385257949	-40.4462782207	0.0	0.0
PHLDB1	6101.84748325	-1.7311400793	0.0450966881397	-38.3872996158	0.0	0.0
TBRG1	1947.51103663	-1.13570664548	0.0289148271534	-39.2776563891	0.0	0.0
ROBO4	3238.40198023	-3.02498289286	0.0664606145115	-45.5154216538	0.0	0.0
PKNOX2	599.119505442	-3.26941176936	0.0849584015049	-38.4825009821	0.0	0.0
FEZ1	864.458116627	-2.68387824731	0.0618840683404	-43.3694538721	0.0	0.0
ST14	9421.42011138	2.43751001587	0.0570712469609	42.7099484534	0.0	0.0
ADAMTS8	2297.21877516	-4.85364404546	0.113215738344	-42.8707538057	0.0	0.0
RHNO1	1114.95336957	1.8051402836	0.0398633824443	45.2831689866	0.0	0.0
ANO2	187.196680101	-4.12426706076	0.0817048297809	-50.4776409401	0.0	0.0
IFFO1	1390.31335078	-2.68369753919	0.0608225057823	-44.1234293897	0.0	0.0
A2M	140917.274973	-2.69960649176	0.0685418527738	-39.3862491677	0.0	0.0
CLEC1A	647.559105998	-3.73630643378	0.0732262308808	-51.024153351	0.0	0.0
HDAC7	7640.47091788	-1.65602116142	0.0427065180766	-38.7767777848	0.0	0.0
POU6F1	746.643267639	-2.06556024626	0.0462508498547	-44.6599414443	0.0	0.0
ACVRL1	5160.44710561	-3.12359659777	0.0560077323632	-55.7708099574	0.0	0.0
GRASP	2202.20075322	-4.05367169005	0.0666058945638	-60.8605547092	0.0	0.0
TNS2	8748.39746462	-2.52106554613	0.0583991254309	-43.1695770704	0.0	0.0
MAP3K12	1266.63387187	-2.44548276294	0.0512054432438	-47.7582578731	0.0	0.0
CALCOCO1	6442.95081578	-1.92836040159	0.0482010790925	-40.0065815516	0.0	0.0
ITGA7	1362.58790879	-2.9445296013	0.0678622419547	-43.3898072991	0.0	0.0
RBMS2	5669.13671935	-1.83776414888	0.0431405484224	-42.5994619004	0.0	0.0
PTPRB	4818.77273613	-2.69932805066	0.0672022962196	-40.1671996718	0.0	0.0
MYL2	52.9867010298	-6.90184314007	0.137919008963	-50.0427257414	0.0	0.0
TBX5	1087.9373981	-2.78866892049	0.0686774930539	-40.6052812426	0.0	0.0
TBX3	2290.89754962	-3.63820418246	0.069209874132	-52.5677040753	0.0	0.0
PITPNM2	2339.6769933	-2.27080246199	0.0595317809941	-38.1443730402	0.0	0.0
BRI3BP	1202.9951377	2.06798150682	0.0520712440578	39.7144632174	0.0	0.0
STX2	1119.68225307	-1.68055452641	0.0435587288761	-38.5813491296	0.0	0.0
GJB2	1066.74056785	5.17319851418	0.118163883713	43.7798619308	0.0	0.0
STARD13	1241.24617137	-2.132284902	0.049962488171	-42.6777164241	0.0	0.0
TRPC4	153.686073979	-3.82785594982	0.0807059996098	-47.429633092	0.0	0.0
LHFPL6	2816.74407047	-2.32981755553	0.0518256204198	-44.954938053	0.0	0.0
RGCC	8026.11073712	-3.3720811521	0.065807879494	-51.2412978206	0.0	0.0
THSD1	566.221927806	-2.65951509779	0.0611309452186	-43.505217992	0.0	0.0
EDNRB	2669.15895052	-3.17576689486	0.0803246722396	-39.5366306057	0.0	0.0
ARGLU1	6202.81827691	-2.47334349518	0.0516624331572	-47.8750872545	0.0	0.0
TMEM255B	722.648363637	-2.5063725595	0.0636990980815	-39.3470651074	0.0	0.0
CMTM5	37.1848448747	-4.98538922706	0.107803445149	-46.2451753762	0.0	0.0
MYH7	154.878048081	-7.03323143801	0.148751860284	-47.2816368454	0.0	0.0
ADCY4	2061.024887	-3.87841709379	0.061501185276	-63.0624771926	0.0	0.0
FERMT2	3592.12151557	-1.77836934624	0.045767015442	-38.8570093345	0.0	0.0
AL158801.5	40.4162381699	3.43485629747	0.0833817635167	41.1943349793	0.0	0.0
RHOJ	1091.53830507	-2.38111219124	0.0562529761872	-42.3286437915	0.0	0.0
PLEK2	546.710804122	3.86049882178	0.080375068235	48.0310487637	0.0	0.0
SRSF5	12205.0187108	-1.7515076994	0.0402447029022	-43.5214468759	0.0	0.0
SYNE3	960.35870542	-2.36972489421	0.0628317193527	-37.7154233343	0.0	0.0
KLC1	4387.09975996	-1.38733580711	0.0350411352141	-39.5916341931	0.0	0.0
PPP1R14D	362.795946768	7.5456233243	0.167716273699	44.9904064637	0.0	0.0
STARD9	1936.32398912	-3.55500250844	0.0722256742662	-49.2207590245	0.0	0.0
HYPK	572.914803537	-2.75003270775	0.065399176882	-42.0499590187	0.0	0.0
FRMD5	208.428526986	3.63598305362	0.092287223415	39.3985528991	0.0	0.0
MYZAP	1056.84689676	-3.39160819267	0.0841427813704	-40.3077737322	0.0	0.0
GCNT3	1483.60786079	6.20812256998	0.142066535338	43.6986976221	0.0	0.0
ANKDD1A	423.823459754	-2.43122333254	0.0587249421163	-41.4001826979	0.0	0.0
RASL12	1523.47464707	-2.68469097837	0.0624755430613	-42.9718710206	0.0	0.0
SMAD6	2441.84801628	-3.58200548183	0.0765578592483	-46.7882137379	0.0	0.0
MAN2C1	5678.85203969	-2.04024355027	0.0500289573403	-40.7812526731	0.0	0.0
PEAK1	4000.48416454	-2.05574725613	0.0473533970579	-43.4128781429	0.0	0.0
NTRK3	426.814117498	-3.96419089857	0.0936012397404	-42.3519059103	0.0	0.0
MAN2A2	4257.95682835	-1.65202999983	0.041618565344	-39.6945446383	0.0	0.0
SYNM	2008.24321008	-2.94345448953	0.0613404973882	-47.9855008495	0.0	0.0
MEF2A	3476.91028214	-1.30772584926	0.029894575576	-43.7445865702	0.0	0.0
HBA1	10109.1580157	-5.39695106608	0.13807603207	-39.0868059082	0.0	0.0
TMEM204	2191.28798055	-2.7522463417	0.0582380829932	-47.2585325658	0.0	0.0
JPT2	5451.38502758	1.69973158063	0.040496771144	41.9720272164	0.0	0.0
ENSG00000279473	30.4713445064	7.0728936369	0.143825790501	49.1768104473	0.0	0.0
MMP25	898.569896955	-3.77075972552	0.0836428413819	-45.0816789963	0.0	0.0
MEFV	311.938526673	-3.83940455066	0.0857562371573	-44.7711405949	0.0	0.0
SMIM22	1393.99091715	3.44977571983	0.0889089603983	38.8012153598	0.0	0.0
RMI2	463.700528965	2.83332428422	0.070980062791	39.9171848096	0.0	0.0
LOC400499	277.394722344	-3.44104027759	0.0868706443059	-39.6110827206	0.0	0.0
ARL6IP1	8708.4290937	1.45411828416	0.0366028981867	39.7268619752	0.0	0.0
SBK1	920.795743921	3.34663797493	0.0838819286433	39.8970079618	0.0	0.0
SEZ6L2	2940.15386624	3.41000338499	0.0907191220151	37.588584515	0.0	0.0
NPIPB13	192.637761867	-3.07997561651	0.0775126048624	-39.7351581975	0.0	0.0
ITGAX	6103.04807584	-2.83549114162	0.0737665542051	-38.4387094148	0.0	0.0
TGFB1I1	2217.69887971	-2.11321259319	0.0560585152743	-37.6965494511	0.0	0.0
ADGRG3	701.2573037	-4.32681648968	0.103270594061	-41.8978561033	0.0	0.0
CDH5	6046.54671659	-2.78938594822	0.0617743605281	-45.1544285425	0.0	0.0
CMTM2	55.4114179139	-3.43037433332	0.0845711334339	-40.5620002244	0.0	0.0
EXOC3L1	436.296943718	-2.40591650329	0.0585782206019	-41.0718604725	0.0	0.0
RIPOR1	4839.26378547	-2.0155533191	0.0475744703147	-42.3662797665	0.0	0.0
LCAT	806.111202326	-3.04210407224	0.065577390308	-46.3895262979	0.0	0.0
SLC12A4	3830.16721054	-1.79478989569	0.042973462889	-41.7650748864	0.0	0.0
CDH3	3483.37655645	4.05709701141	0.105151672324	38.583285665	0.0	0.0
CDH1	13495.8887162	2.47355226763	0.0597991866408	41.3643129042	0.0	0.0
FOXF1	1730.12103579	-3.66422484239	0.0704655371166	-52.0002400084	0.0	0.0
RNF166	1619.14958196	-1.82681832889	0.0464639828522	-39.3168690403	0.0	0.0
TUBB3	2906.40174347	4.17738864878	0.110110971006	37.9379875647	0.0	0.0
DBNDD1	1019.69882089	2.3533411611	0.060464837288	38.9208218636	0.0	0.0
ASPA	219.321057137	-3.60720211668	0.0899431325196	-40.1053645301	0.0	0.0
ARHGEF15	1470.42613395	-2.96771647438	0.0670539809442	-44.2586172005	0.0	0.0
NDEL1	2750.2779538	-1.3136490077	0.0324106879177	-40.5313522206	0.0	0.0
PIK3R5	1550.81366392	-2.38445919056	0.0629411590937	-37.883941524	0.0	0.0
PMP22	6463.1808206	-2.04763018731	0.0531128687364	-38.552430626	0.0	0.0
FLCN	2532.41373951	-1.69325549381	0.0418373180177	-40.4723718929	0.0	0.0
RNF112	144.816476015	-3.29100339174	0.0768882633363	-42.8024154655	0.0	0.0
CORO6	741.237313467	-5.02590817858	0.085466271298	-58.8057499438	0.0	0.0
SSH2	2859.53286403	-1.75170163337	0.0375281730323	-46.6769760379	0.0	0.0
STAT5B	3960.81842575	-1.27312645185	0.0295698851508	-43.0548324877	0.0	0.0
EZH1	2600.82937973	-1.74777277929	0.0378606235298	-46.1633384859	0.0	0.0
RAMP2	1594.32080424	-2.60146764374	0.06871276915	-37.8600320716	0.0	0.0
AOC3	10898.7515654	-3.32903063885	0.0725834254001	-45.8648874794	0.0	0.0
ETV4	1407.20016088	3.78708650405	0.0767427314392	49.347820087	0.0	0.0
SLC4A1	79.6224618661	-5.80520735441	0.154328690682	-37.6158660374	0.0	0.0
EPN3	578.034401926	4.02782425452	0.102402651872	39.3332026162	0.0	0.0
