	Drug ID	Drug Name	Synonyms	Target	Target Pathway	usage	mech_action	brand_name	generic_name	tissue	evidence	gene
23	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Thyroid	2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (13 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment	FLT4
24	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Thyroid	2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (13 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment	KIT
25	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Thyroid	2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (13 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment	RAF1
26	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Thyroid	2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (13 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment	PDGFRL
27	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Liver	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (11 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC)	FLT4
28	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Liver	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (11 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC)	KIT
29	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Liver	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (11 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC)	RAF1
30	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Liver	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (11 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC)	PDGFRL
31	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Kidney	1) •Advanced renal cell carcinoma (12 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC)	FLT4
32	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Kidney	1) •Advanced renal cell carcinoma (12 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC)	KIT
33	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Kidney	1) •Advanced renal cell carcinoma (12 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC)	RAF1
34	30	Sorafenib	Nexavar, 284461-73-0, BAY 43-9006	PDGFR, KIT, VEGFR, RAF	RTK signaling	1 INDICATIONS AND USAGE NEXAVAR is a kinase inhibitor indicated for the treatment of •Unresectable hepatocellular carcinoma (1.1) •Advanced renal cell carcinoma (1.2) •Locally recurrent or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine treatment (1.3) 1.1 Hepatocellular Carcinoma NEXAVAR® is indicated for the treatment of patients with unresectable hepatocellular carcinoma (HCC). 1.2 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC). 1.3 Differentiated Thyroid Carcinoma NEXAVAR is indicated for the treatment of patients with locally recurrent or metastatic, progressive, differentiated thyroid carcinoma (DTC) that is refractory to radioactive iodine treatment.	12.1 Mechanism of Action Sorafenib is a kinase inhibitor that decreases tumor cell proliferation in vitro. Sorafenib was shown to inhibit multiple intracellular (c-CRAF, BRAF and mutant BRAF) and cell surface kinases (KIT, FLT- 3, RET, RET/PTC, VEGFR-1, VEGFR- 2, VEGFR- 3, and PDGFR-ß). Several of these kinases are thought to be involved in tumor cell signaling, angiogenesis and apoptosis. Sorafenib inhibited tumor growth of HCC, RCC, and DTC human tumor xenografts in immunocompromised mice. Reductions in tumor angiogenesis were seen in models of HCC and RCC upon sorafenib treatment, and increases in tumor apoptosis were observed in models of HCC, RCC, and DTC.	Nexavar	SORAFENIB	Kidney	1) •Advanced renal cell carcinoma (12 Renal Cell Carcinoma NEXAVAR is indicated for the treatment of patients with advanced renal cell carcinoma (RCC)	PDGFRL
35	34	Imatinib	Gleevec, STI-571	ABL, KIT, PDGFR	RTK signaling	1 INDICATIONS AND USAGE Imatinib mesylate is a kinase inhibitor indicated for the treatment of: Newly diagnosed adult and pediatric patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase (1.1) Patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in blast crisis (BC), accelerated phase (AP), or in chronic phase (CP) after failure of interferon-alpha therapy (1.2) Adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL) (1.3) Adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with PDGFR (platelet-derived growth factor receptor) gene re-arrangements as determined with an FDA-approved test (1.5) Adult patients with aggressive systemic mastocytosis (ASM) without the D816V c-Kit mutation as determined with an FDA-approved test or with c-Kit mutational status unknown (1.6) Adult patients with hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukemia (CEL) who have the FIP1L1-PDGFRα fusion kinase (mutational analysis or FISH demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1­-PDGFRα fusion kinase negative or unknown (1.7) Adult patients with unresectable, recurrent and/or metastatic dermatofibrosarcoma protuberans (DFSP) (1.8) 1.1 Newly Diagnosed Philadelphia Positive Chronic Myeloid Leukemia (Ph+ CML) Newly diagnosed adult and pediatric patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase. 1.2 Ph+ CML in Blast Crisis (BC), Accelerated Phase (AP) or Chronic Phase (CP) After Interferon-alpha (IFN) Therapy Patients with Philadelphia chromosome positive chronic myeloid leukemia in blast crisis, accelerated phase, or in chronic phase after failure of interferon-alpha therapy. 1.3 Adult patients with Ph+ Acute Lymphoblastic Leukemia (ALL) Adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL). 1.5 Myelodysplastic/Myeloproliferative Diseases (MDS/MPD) Adult patients with myelodysplastic/myeloproliferative diseases associated with PDGFR (platelet-derived growth factor receptor) gene re-arrangements as determined with an FDA-approved test [see Dosage and Administration (2.6)]. 1.6 Aggressive Systemic Mastocytosis (ASM) Adult patients with aggressive systemic mastocytosis without the D816V c-Kit mutation as determined with an FDA-approved test [see Dosage and Administration (2.7)] or with c-Kit mutational status unknown. 1.7 Hypereosinophilic Syndrome (HES) and/or Chronic Eosinophilic Leukemia (CEL) Adult patients with hypereosinophilic syndrome and/or chronic eosinophilic leukemia who have the FIP1L1­-PDGFRα fusion kinase (mutational analysis or FISH demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1-PDGFRα fusion kinase negative or unknown. 1.8 Dermatofibrosarcoma Protuberans (DFSP) Adult patients with unresectable, recurrent and/or metastatic dermatofibrosarcoma protuberans.	12.1 Mechanism of Action Imatinib mesylate is a protein-tyrosine kinase inhibitor that inhibits the BCR-ABL tyrosine kinase, the constitutive abnormal tyrosine kinase created by the Philadelphia chromosome abnormality in CML. Imatinib inhibits proliferation and induces apoptosis in BCR-ABL positive cell lines as well as fresh leukemic cells from Philadelphia chromosome positive chronic myeloid leukemia. Imatinib inhibits colony formation in assays using ex vivo peripheral blood and bone marrow samples from CML patients. In vivo, imatinib inhibits tumor growth of BCR-ABL transfected murine myeloid cells as well as BCR-ABL positive leukemia lines derived from CML patients in blast crisis. Imatinib is also an inhibitor of the receptor tyrosine kinases for platelet-derived growth factor (PDGF) and stem cell factor (SCF), c-kit, and inhibits PDGF- and SCF-mediated cellular events.	imatinib mesylate	IMATINIB MESYLATE	Blood	1 INDICATIONS AND USAGE Imatinib mesylate is a kinase inhibitor indicated for the treatment of: Newly diagnosed adult and pediatric patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase (11) Patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in blast crisis (BC), accelerated phase (AP), or in chronic phase (CP) after failure of interferon-alpha therapy (12) Adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL) (16) Adult patients with hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukemia (CEL) who have the FIP1L1-PDGFRα fusion kinase (mutational analysis or FISH demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1­-PDGFRα fusion kinase negative or unknown (11 Newly Diagnosed Philadelphia Positive Chronic Myeloid Leukemia (Ph+ CML) Newly diagnosed adult and pediatric patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase2 Ph+ CML in Blast Crisis (BC), Accelerated Phase (AP) or Chronic Phase (CP) After Interferon-alpha (IFN) Therapy Patients with Philadelphia chromosome positive chronic myeloid leukemia in blast crisis, accelerated phase, or in chronic phase after failure of interferon-alpha therapy3 Adult patients with Ph+ Acute Lymphoblastic Leukemia (ALL) Adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL)7 Hypereosinophilic Syndrome (HES) and/or Chronic Eosinophilic Leukemia (CEL) Adult patients with hypereosinophilic syndrome and/or chronic eosinophilic leukemia who have the FIP1L1­-PDGFRα fusion kinase (mutational analysis or FISH demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1-PDGFRα fusion kinase negative or unknown	ABI2
