sample	samples	B:>0.6	EGFR	(average)	EGFR	chr7:55086725-55087058:+	chr7:55209979-55210130:+	chr7:55210998-55211181:+	chr7:55214299-55214433:+	chr7:55218987-55219055:+	chr7:55220083-55220357:+	chr7:55221704-55221845:+	chr7:55223523-55223639:+	chr7:55224226-55224352:+	chr7:55224452-55224642:+	chr7:55225356-55225446:+	chr7:55227832-55228031:+	chr7:55229192-55229324:+	chr7:55231426-55231516:+	chr7:55232973-55233842:+	chr7:55236216-55236327:+	chr7:55238000-55238737:+	chr7:55238868-55238906:+	chr7:55240676-55240817:+	chr7:55241614-55241736:+	chr7:55242415-55242513:+	chr7:55248986-55249171:+	chr7:55259412-55259567:+	chr7:55260459-55260534:+	chr7:55266410-55266556:+	chr7:55268009-55268106:+	chr7:55268881-55269048:+	chr7:55269428-55269475:+	chr7:55270210-55270768:+	chr7:55272949-55275030:+	B:frame	OR	nonsense	OR	missense
TCGA-86-8055-01	TCGA-86-8055-01	true	1.4009999999999998	13.0293	3.3422	5.4547	5.7472	5.8622	6.2627	4.5561	5.6428	5.4267	5.89	4.974	6.408	6.0799	6.1669	6.3772	3.7154	0	0.1946	6.5778	5.8667	5.7755	6.1141	6.1181	6.2847	6.2863	6.2394	6.7782	6.5773	6.8475	4.142	6.2633	true
TCGA-MP-A4SW-01	TCGA-MP-A4SW-01	true	1.0564711946196519	11.3982	1.6785	3.4422	4.0184	4.0829	4.385	3.1014	3.9418	3.9169	3.9292	3.0053	3.9927	3.9555	4.3821	4.5137	2.1108	0	0.1263	4.7427	3.9369	3.921	4.3122	4.1681	4.0596	4.1993	4.357	4.8162	4.7493	5.1191	2.5732	4.8301	true
TCGA-55-8096-01	TCGA-55-8096-01	true	0.9006	12.7377	2.6725	4.8478	5.2458	5.4387	5.8155	4.2942	5.3856	5.2636	5.5478	4.6199	5.6996	5.222	5.4328	5.7742	3.2075	0.1786	0.189	6.1548	5.3245	5.1743	5.4684	5.5122	5.641	5.7271	5.703	6.2759	6.0977	6.4811	3.681	5.9327	true
TCGA-86-8668-01	TCGA-86-8668-01	true	0.8102	13.2402	3.989	5.4885	5.8907	6.099	6.658	5.0166	6.1148	6.1067	6.1008	4.9563	6.4395	6.1094	6.3673	6.7585	4.1645	0.1539	0.2894	6.9938	6.1834	6.1588	6.5369	6.4211	6.5088	6.5587	6.5294	7.0641	6.9068	7.2362	4.4009	6.286	true
TCGA-91-6847-01	TCGA-91-6847-01	true	2.7881	13.8305	4.1877	5.9191	6.275	6.3609	6.6983	5.1056	6.1146	6.1605	6.5598	5.6753	6.9109	6.5032	6.6487	6.9364	4.3198	0.4436	0.4384	7.1821	6.3876	6.3903	6.8357	6.7454	6.9323	7.0583	7.0511	7.6418	7.5358	7.8667	5.0323	7.5666	false
TCGA-55-8089-01	TCGA-55-8089-01	true	2.385273515050268	14.1403	4.2744	6.2565	6.7133	6.8138	7.2028	5.6257	6.6113	6.4209	6.9006	5.8657	7.2416	6.9917	7.1381	7.3734	4.6752	0.4065	0.5711	7.4866	6.8547	6.8	7.1417	7.0845	7.2646	7.297	7.3082	7.8604	7.6139	7.8593	5.0474	7.3997	false
TCGA-55-1594-01	TCGA-55-1594-01	true	1.4392	14.2357	3.8	6.5126	6.9261	6.9428	7.3996	5.8456	6.9546	6.8672	7.104	6.2119	7.4176	6.9944	7.1274	7.415	4.8591	0.3962	0.9417	7.9213	7.0784	6.9687	7.3766	7.3302	7.5144	7.5434	7.4724	7.9027	7.7497	8.2405	5.4654	7.549	false
TCGA-50-5939-01	TCGA-50-5939-01	true	1.3969	14.3681	5.148	6.6967	6.9106	7.1073	7.5673	6.0189	7.0621	6.8798	7.0481	6.0257	7.42	7.0608	7.3321	7.6485	4.9855	0.1363	0.1831	7.9966	7.2141	6.9954	7.3145	7.2878	7.4653	7.5718	7.5401	8.0479	7.8498	8.2219	5.4233	7.4747	false
TCGA-44-2659-01	TCGA-44-2659-01	true	1.1685	12.6992	1.4693	3.9061	4.4953	4.609	5.1516	3.6913	4.769	4.7475	4.9773	4.02	5.3364	4.9277	5.1651	5.4395	3.0259	0.0647	0.1968	5.8976	5.0903	5.0238	5.5069	5.4686	5.7089	5.742	5.6488	6.2502	6.0907	6.5265	3.8359	6.0726	false
TCGA-05-4415-01	TCGA-05-4415-01	true	1.0887	12.7765	3.1625	5.151	5.4753	5.7235	6.2572	4.6177	5.6746	5.53	5.7384	4.7953	6.0635	5.5591	5.8765	6.4117	3.6965	0.0998	0.1347	6.5357	5.7733	5.7137	6.0866	5.9464	6.1034	6.3179	6.1857	6.6166	6.4593	6.799	4.0424	5.964	false
TCGA-MN-A4N1-01	TCGA-MN-A4N1-01	true	0.8757	9.8331	1.0225	1.4972	1.6586	2.2035	2.7083	1.4841	2.3838	2.504	2.6298	1.5848	2.2337	2.4869	2.6012	2.4227	0.7705	0.2638	0.0853	2.5832	2.4687	2.6265	2.908	2.612	2.5947	2.8885	2.8913	3.124	3.1594	3.4779	1.2988	3.694	false
TCGA-L4-A4E5-01	TCGA-L4-A4E5-01	true	0.8262000000000002	11.8572	2.5352	3.6369	3.8247	4.2666	4.6458	3.2552	4.2924	4.2343	4.3413	3.2941	4.41	4.4064	4.9268	5.1888	2.6324	0.2817	0.0311	5.2616	4.586	4.5271	5.0174	4.9579	4.9243	5.094	5.1069	5.5521	5.5369	5.8162	3.2905	5.3479	false
TCGA-L9-A444-01	TCGA-L9-A444-01	true	0.8138	12.0029	2.3174	3.3637	3.7146	3.8652	4.2887	2.7591	3.9864	4.0044	4.1834	3.3681	4.3468	3.9997	4.2719	4.5266	2.0295	0.3496	0.3688	4.5101	4.171	4.1681	4.6008	4.5586	4.7041	4.6424	4.681	5.2311	5.0756	5.3757	2.9487	5.3192	false
TCGA-55-5899-01	TCGA-55-5899-01	true	0.7947	9.6355	0.8209	2.1728	2.4191	2.2369	2.7814	1.5745	2.593	2.5885	2.7101	1.9856	2.827	2.6991	2.708	2.7785	0.7955	0.1313	0	2.9705	2.5566	2.3189	2.5214	2.4219	2.8388	3.1474	2.994	3.3579	3.2779	3.6246	1.4921	3.2894	false
TCGA-71-6725-01	TCGA-71-6725-01	true	0.7614	10.7316	1.371	2.6679	2.9299	2.9781	3.4563	2.2065	3.0346	2.9666	3.244	2.3477	3.3903	3.2178	3.4731	3.8765	1.5864	0.0687	0.1805	3.9605	3.3223	3.2655	3.7399	3.4729	3.5887	3.6929	3.7294	4.4008	4.4405	4.7883	2.0988	4.4922	false
TCGA-05-4390-01	TCGA-05-4390-01	true	0.7541	10.7225	1.4625	2.8308	3.217	3.3707	4.0352	2.5431	3.4662	2.9118	3.2798	2.4794	3.4715	3.0632	3.8051	4.162	1.5834	0.1359	0.084	4.1943	3.6295	3.4095	3.7921	3.8345	3.9711	3.9996	4.1029	4.496	4.2212	4.2981	2.1128	4.1464	false
TCGA-75-6214-01	TCGA-75-6214-01	true	0.7484	12.9829	3.6266	5.2025	5.316	5.3827	5.7333	4.245	5.3915	5.2597	5.6004	4.5305	5.8708	5.5809	5.8143	6.1047	3.4417	0.0663	0.2192	6.2493	5.5654	5.5328	5.9971	5.8228	6.0659	6.2127	6.1394	6.5801	6.455	6.8953	4.1489	6.386	false
TCGA-05-4405-01	TCGA-05-4405-01	true	0.7422	11.426	2.6905	3.6902	3.9039	4.0874	4.6108	3.0037	4.1421	4.0144	4.1083	3.233	4.5408	4.2092	4.3192	4.6591	2.3083	0	0.0914	4.9403	4.2683	4.1115	4.3832	4.5149	4.6866	4.8552	4.7115	5.0874	5.027	5.2366	2.8384	4.9253	false
TCGA-50-5946-01	TCGA-50-5946-01	true	0.7227	11.619	2.3742	4.1093	4.2673	4.3423	4.7264	3.3357	4.4619	4.3563	4.6944	3.5535	4.8554	4.5852	4.6871	5.0885	2.6255	0.0753	0.0798	5.4103	4.571	4.5802	4.9225	4.8415	5.0305	5.0971	4.9765	5.4784	5.2543	5.6435	2.9461	5.085	false
TCGA-55-8514-01	TCGA-55-8514-01	true	0.6720566127682595	9.9084	2.1745	3.0766	3.4494	3.8444	4.1834	1.4947	1.8793	1.6913	2.2783	1.4061	1.8107	1.996	2.2257	2.4695	0.8275	0.1336	0.0624	2.373	1.8793	1.8683	2.5705	2.5193	2.8758	2.8087	2.8202	3.3668	3.5691	3.8665	1.5862	3.5049	false
TCGA-75-6211-01	TCGA-75-6211-01	true	0.656	10.6714	1.4317	2.6547	2.7901	2.8845	3.3741	1.9888	2.9613	2.8291	3.3752	2.7569	3.9266	3.3242	3.4108	3.9732	1.6194	0	0.065	4.062	3.1677	3.4044	3.8134	3.7806	3.9713	3.8658	3.8503	4.4634	4.4634	4.6764	1.9026	4.1545	false
TCGA-49-6761-01	TCGA-49-6761-01	true	0.6545	12.8235	3.135	4.5982	4.891	5.0649	5.4402	3.878	4.9118	4.8537	5.2249	4.1726	5.4434	5.1843	5.5369	5.6986	3.2063	0.1534	0.1403	5.981	5.3724	5.3836	5.8253	5.5992	5.8421	5.895	5.8278	6.4173	6.2898	6.6726	3.8894	6.3897	false
TCGA-78-7535-01	TCGA-78-7535-01	true	0.6326	9.1849	0	0.2851	0.5071	0.5371	0.8499	0.529	1.4412	1.3301	1.7829	1.1106	0.9807	0.9362	0.8067	0.63	0.2597	0	0.0531	0.8889	0.7997	1.0568	3.7637	1.3323	1.7861	1.7041	1.4099	1.7295	1.9635	2.6029	0.6366	3.1812	false
TCGA-49-4488-01	TCGA-49-4488-01	true	0.6314	10.4063	1.6643	2.3467	2.7434	3.0337	3.4012	2.0864	3.1436	2.7313	2.7672	2.1773	2.8593	2.4329	2.9105	3.5441	1.3821	0	0	3.7664	2.829	3.0643	3.4158	3.2461	3.5688	3.3736	3.3812	4.0967	3.7771	4.2113	2.0605	4.0412	false
TCGA-91-6831-01	TCGA-91-6831-01	true	0.6156	10.5652	1.6245	2.9898	3.3239	3.3735	3.8187	2.2744	3.2594	3.1426	3.4413	2.2151	3.1948	2.9925	3.268	3.8462	1.6719	0.1422	0	3.9881	3.4331	3.2882	3.628	3.7717	3.9881	4.1277	4.0343	4.3511	3.9667	4.2752	1.9728	3.8599	false
TCGA-78-7146-01	TCGA-78-7146-01	true	0.603	11.5266	2.4002	3.8559	4.1421	4.0825	4.6047	3.0844	4.163	4.0909	4.4334	3.4483	4.7199	4.507	4.6447	4.8534	2.3773	0	0.0333	4.8922	4.3376	4.4173	4.7779	4.5284	4.8459	5.0369	4.7456	5.2802	5.1218	5.407	2.7798	5.0467	false
TCGA-38-4627-01	TCGA-38-4627-01	false	0.11620000000000001	9.9466	1.1332	1.9717	2.0555	2.4295	3.1169	1.8844	2.3591	2.2619	2.4552	1.5981	2.5865	2.4289	2.7613	3.2684	1.0701	0	0.0221	3.1749	2.5976	2.5166	2.7305	2.743	3.1334	3.2082	3.2975	3.6578	3.4415	3.8604	1.5284	3.3051	true
TCGA-95-7947-01	TCGA-95-7947-01	false	0.3954	9.8143	1.3752	2.8836	2.9799	3.0491	3.52	2.25	3.1896	2.907	3.1992	2.3916	3.2154	2.7921	3.2086	3.5257	1.4926	0	0	4.2135	3.1393	3.0107	3.3889	3.398	3.4694	3.3702	3.3664	3.814	3.679	4.1297	1.7526	3.3595	true
TCGA-44-A47B-01	TCGA-44-A47B-01	false	-0.3483	8.5032	0.7638	1.3108	1.4809	1.6525	1.7852	0.6905	1.3702	1.4424	1.6271	1.2046	1.868	1.7361	1.8232	2.0636	0.3737	0.1935	0.0311	2.1713	1.7069	1.5659	1.3464	1.4252	1.7081	2.0612	1.7911	2.0701	2.1677	2.0642	0.6155	2.466	false
TCGA-50-5066-01	TCGA-50-5066-01	false	0.1609	6.8899	0.2775	0.4848	0.58	0.8674	1.1198	0.2878	0.6508	0.6829	0.1106	0.0745	0.8305	0.4903	0.3833	0.4153	0.1283	0	0.039	0	0.0993	0.114	0.2683	0.149	0.2565	0.1803	0.7556	0.8687	0.6801	1.1793	0.125	0.9832	false
TCGA-50-5066-02	TCGA-50-5066-02	false	-0.0131	9.5647	0.8124	2.2834	2.3494	2.4826	2.9324	1.7144	2.4599	2.5991	2.8003	2.0133	2.965	2.5735	2.5523	2.965	1.034	0	0.0305	3.2478	2.4379	2.5391	2.9956	2.9337	3.0148	3.1098	3.0534	3.489	3.4694	3.8725	1.4818	3.1246	false
TCGA-55-7570-01	TCGA-55-7570-01	false	0.1137	4.3651	0.0339	0.0734	0.2296	0.3047	0.2987	0	0	0	0	0	0	0.1102	0.1626	0.1206	0	0	0	0	0	0	1.6249	0.1738	0.2672	0.1433	0.6228	1.0375	0.36	0	0.0602	0.3455	true
TCGA-05-4410-01	TCGA-05-4410-01	false	0.3537	12.4014	2.9118	4.6091	4.9004	5.0286	5.6651	4.0029	5.0063	4.9432	5.1626	4.2506	5.5326	5.0198	5.2942	5.7251	3.2945	0.2912	0.1837	6.176	5.312	5.0916	5.505	5.3882	5.5149	5.6088	5.6609	6.0706	5.8081	6.18	3.426	5.5768	true
TCGA-38-4629-01	TCGA-38-4629-01	false	0.1788	9.8388	1.1802	1.8841	1.8571	2.2044	2.7215	1.5796	2.1476	2.0642	1.9751	1.4755	2.585	2.2256	2.6204	2.9195	0.9603	0	0.0355	3.366	2.5175	2.4355	2.6104	2.793	2.9754	2.9808	2.949	3.5418	3.278	3.6538	1.3574	3.2441	true
TCGA-69-7765-01	TCGA-69-7765-01	false	0.1996	10.8242	0.8065	2.6447	3.3729	3.3796	3.8605	2.3683	3.2536	3.2559	3.779	2.764	4.0012	3.4665	3.3176	3.5327	1.4405	0	0.0371	3.9363	3.381	3.4814	3.6514	3.543	3.8464	4.0172	3.9691	4.5169	4.3105	4.5013	2.1174	4.154	true
TCGA-05-4382-01	TCGA-05-4382-01	false	0.1522	9.2935	0.7089	1.4495	1.6439	1.8256	2.0809	1.1261	1.858	1.5994	1.7234	1.2261	2.2186	1.9722	2.0081	2.2061	0.7271	0	0	3.005	2.2424	2.1623	2.23	2.3015	2.4832	2.4647	2.5043	3.074	3.0086	3.3306	1.2506	2.7478	false
TCGA-97-8172-01	TCGA-97-8172-01	false	0.029800000000000004	9.7827	0.6958	2.1635	2.5046	2.6589	3.0238	1.9298	2.6948	2.7013	2.9719	2.144	3.1349	2.7936	3.0161	3.3717	1.1786	0	0.1453	3.367	2.7721	2.7081	2.9078	2.9636	3.3463	3.3675	3.216	3.7331	3.6689	4.1199	1.5241	3.1893	false
TCGA-86-A4JF-01	TCGA-86-A4JF-01	false	0.0577	10.8751	1.8281	3.0166	3.155	3.3525	3.7146	2.1552	3.076	3.2191	3.625	2.7909	3.8747	3.5444	3.885	4.0653	1.5435	0	0.0996	4.2462	3.3781	3.4257	3.9007	3.6956	3.8271	3.9056	4.2323	4.7955	4.5754	4.8944	2.2881	4.3999	true
TCGA-49-6743-01	TCGA-49-6743-01	false	0.025699999999999997	10.1221	1.3068	2.706	3.0699	3.1009	3.6079	2.2065	3.3759	3.0171	3.2499	2.511	3.3988	3.2324	3.2794	3.7903	1.4376	0	0	3.7146	3.1734	3.1833	3.6669	3.3632	3.5104	3.5129	3.5326	4.024	3.8866	4.095	1.9119	3.4529	false
TCGA-55-6980-01	TCGA-55-6980-01	false	0.19411443236002762	10.5989	1.8142	2.8718	2.8148	2.7135	3.4021	2.3943	3.1061	2.704	2.9517	2.5345	3.183	3.2449	3.3895	3.668	1.4094	0	0.029	3.4603	3.2573	3.1785	3.9593	3.6297	4.0008	3.8706	3.8145	4.265	4.1751	4.7356	2.1231	4.0786	true
TCGA-86-A4P7-01	TCGA-86-A4P7-01	false	0.0961	10.5161	1.8659	2.9779	3.2005	3.2965	3.7621	2.2002	3.1775	2.9484	3.2843	2.355	3.6114	3.1276	3.3158	3.334	1.4552	0	0.0158	3.9777	3.2912	3.1334	3.5813	3.679	3.7791	3.7409	3.7914	4.3761	4.0599	4.3871	2.0416	3.9946	true
TCGA-50-6595-01	TCGA-50-6595-01	false	0.4181	12.5289	2.7663	4.6649	4.9235	5.0429	5.3326	3.8167	4.9572	4.8779	4.9449	4.0676	5.3644	5.0198	5.4433	5.834	3.2176	0	0.0444	6.0399	5.0592	5.0191	5.4862	5.5688	5.6911	5.8676	5.81	6.2745	6.1647	6.4832	3.7178	5.9921	true
TCGA-97-8171-01	TCGA-97-8171-01	false	0.5099	11.0479	0.9241	2.9324	3.3758	3.5607	4.0815	2.7402	3.6195	3.4966	3.6165	2.6883	3.8655	3.6297	4.0743	4.4305	2.0026	0.2169	0.1436	4.5022	3.8924	3.741	3.6243	4.0973	4.1795	4.3179	4.1842	4.6942	4.5838	5.0144	2.2856	4.3752	true
TCGA-75-6207-01	TCGA-75-6207-01	false	0.5089	11.8591	2.8435	4.5559	4.8773	5.0606	5.5528	3.8207	4.8842	4.8883	5.0626	4.2156	5.3965	5.0291	5.3369	5.6836	3.0509	0.116	0.054	5.8029	5.0856	5.0388	5.0033	5.3283	5.4882	5.6221	5.474	5.9421	5.7721	6.1566	3.3305	5.3418	true
TCGA-38-4628-01	TCGA-38-4628-01	false	0.4494	10.7622	1.4722	2.7723	3.0304	3.2148	3.6268	2.3675	3.219	2.919	3.2877	2.5165	3.7012	3.2833	3.6714	3.975	1.693	0	0.0299	4.2558	3.4711	3.5722	3.3303	3.6565	4.0206	3.9988	3.8543	4.3434	4.3256	4.7073	2.0983	4.2285	true
TCGA-86-8280-01	TCGA-86-8280-01	false	0.3787	11.0016	1.1079	2.6319	3.2361	3.3648	4.0161	2.6454	3.5849	3.5	3.6853	2.7934	3.8064	3.4452	3.8574	4.1777	1.9663	0	0.137	4.6274	3.9046	3.7061	3.5791	4.0045	3.9999	4.1509	4.1155	4.7246	4.7212	4.8743	2.4944	4.4373	true
TCGA-75-7025-01	TCGA-75-7025-01	false	0.3146	10.8785	1.9164	3.077	3.2421	3.311	3.7777	2.3087	3.4998	3.3564	3.5185	2.7566	3.7099	3.6068	3.7495	4.1679	1.8073	0.151	0.2025	4.4537	3.586	3.5422	4.1013	3.6995	4.0292	4.1429	4.1239	4.387	4.181	4.755	2.247	4.3584	true
TCGA-44-2661-01	TCGA-44-2661-01	false	0.169	9.8047	0.6138	1.5354	1.9186	2.0893	2.3999	1.2239	2.0009	2.0688	2.3152	1.5975	2.1335	2.0639	2.1545	2.5254	0.8473	0	0.0254	2.8186	2.1733	2.3371	4.0447	2.6691	3.0486	2.9827	2.8031	3.2881	3.3134	3.4741	1.4462	3.1173	true
TCGA-97-A4M6-01	TCGA-97-A4M6-01	false	0.1023	9.9785	0.7276	1.8686	2.4279	2.7879	2.6338	1.5885	2.4767	2.4772	2.9691	2.279	2.9878	2.6046	2.6934	2.9524	0.961	0	0.0339	3.32	2.6848	2.5988	2.5957	2.7842	2.899	2.9851	3.0892	3.8129	3.6529	4.1234	1.7311	3.848	true
TCGA-62-8402-01	TCGA-62-8402-01	false	-0.256	10.724	1.5133	3.1466	3.5406	3.7623	4.331	2.8616	3.7968	3.6626	3.6135	2.7211	3.6713	3.5409	3.8912	4.1515	1.8809	0.3109	0.1179	4.2091	3.7296	3.7293	3.2789	3.6701	3.8831	4.0628	3.9231	4.4399	4.3766	4.4925	2.2601	4.2144	true
TCGA-49-4501-01	TCGA-49-4501-01	false	0.4253	11.0222	1.669	2.7643	2.9503	3.0641	3.3629	2.0658	3.1016	3.2013	3.3698	2.4466	3.6101	3.3688	3.6445	3.9423	1.7225	0.3028	0.0337	4.1782	3.5236	3.4635	3.4532	3.8299	4.1805	4.3457	4.1551	4.6349	4.5625	4.9402	2.3556	4.5323	true
TCGA-MP-A4T6-01	TCGA-MP-A4T6-01	false	0.399	11.1735	1.6799	2.933	3.2733	3.6277	4.216	2.5807	3.3461	3.3009	3.6235	2.5668	3.7235	3.5901	3.8353	4.1276	1.8135	0	0.0264	4.525	3.8033	3.7634	3.9884	4.1496	4.2481	4.2364	4.2992	4.8281	4.7597	5.2341	2.6758	4.8871	true
TCGA-97-8552-01	TCGA-97-8552-01	false	0.2774	10.4345	1.4735	2.69	2.7502	3.2805	3.7503	2.3057	3.2374	3.3105	3.4153	2.5146	3.5738	3.3152	3.6036	3.8119	1.6293	0	0.1153	3.7925	3.4038	3.3197	3.4628	3.5519	3.5555	3.4546	3.4985	3.926	4.004	4.5991	1.9332	3.7838	true
TCGA-55-8206-01	TCGA-55-8206-01	false	0.17619999999999997	11.3943	2.0324	3.8119	4.1467	4.3803	4.9018	3.3471	4.2481	4.0155	4.3257	3.3994	4.5514	4.3728	4.6524	4.8294	2.3271	0	0.1615	5.0353	4.3468	4.3224	4.2677	4.6021	4.8053	4.9494	4.7829	5.2118	5.0736	5.3272	2.7726	4.7923	true
TCGA-75-6212-01	TCGA-75-6212-01	false	0.1128	11.4532	2.0589	3.6283	3.862	4.1819	4.5535	3.1958	4.213	3.8338	4.0158	3.3372	4.3847	3.824	4.1529	4.4628	2.1166	0.5056	0.0452	5.1064	4.2449	4.0172	4.2868	4.277	4.3794	4.3009	4.5025	4.8729	4.6556	5.1996	2.6788	4.5922	true
TCGA-62-A46U-01	TCGA-62-A46U-01	false	0.0567	11.299	2.4668	3.5883	3.8805	3.9804	4.3609	2.8889	3.8963	3.6699	3.9981	3.1765	4.4976	3.983	4.1221	4.503	2.271	0.0971	0.117	5.2165	4.2191	4.0358	4.2564	4.5054	4.557	4.6617	4.4871	5.0677	4.8315	5.4121	2.9438	4.8674	true
TCGA-55-7573-01	TCGA-55-7573-01	false	0.0009	10.8487	1.8947	3.4381	3.4896	3.4965	3.8433	2.6425	3.7353	3.4799	3.7784	2.9338	4.0994	3.9216	4.0233	4.1598	1.8999	0.1625	0.0259	4.719	3.8146	3.8863	4.3036	4.2051	3.9747	4.0563	4.1017	4.7416	4.3998	4.748	2.2979	4.3908	true
TCGA-50-5933-01	TCGA-50-5933-01	false	0.5206	12.4949	2.1156	4.7645	5.2753	5.4248	5.7485	4.2175	5.119	5.1091	5.3981	4.3974	5.7686	5.4302	5.6415	5.903	3.3368	0	0.0917	6.1193	5.4286	5.4869	5.9502	5.6994	5.8449	6.0382	5.9401	6.4617	6.1665	6.6298	3.7218	5.9203	false
